,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,name,zone
6150,,,,,P,P,,,,,,,Strawberries%2B%28from%2Bseeds%29,16
6151,,S,S,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,113
6152,,,,,T,,,,,,,,Strawberries%2B%28from%2Bseeds%29,113
6153,,,,,P,P,,,,,,,Strawberries%2B%28from%2Bseeds%29,113
6154,,S,S,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,10
6155,,,,,T,,,,,,,,Strawberries%2B%28from%2Bseeds%29,10
6156,,,,,P,P,,,,,,,Strawberries%2B%28from%2Bseeds%29,10
6157,,S,S,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,114
6158,,,,,T,,,,,,,,Strawberries%2B%28from%2Bseeds%29,114
6159,,,,,P,P,,,,,,,Strawberries%2B%28from%2Bseeds%29,114
6160,S,S,,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,13
6161,,,,T,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,13
6162,,,,P,P,,,,,,,,Strawberries%2B%28from%2Bseeds%29,13
6163,S,S,,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,12
6164,,,,T,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,12
6165,,,,P,P,,,,,,,,Strawberries%2B%28from%2Bseeds%29,12
6166,S,S,,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,115
6167,,,,T,T,,,,,,,,Strawberries%2B%28from%2Bseeds%29,115
6168,S,S,,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,116
6169,,,,T,T,,,,,,,,Strawberries%2B%28from%2Bseeds%29,116
6170,S,S,,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,15
6171,,,,T,T,,,,,,,,Strawberries%2B%28from%2Bseeds%29,15
6172,S,S,,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,100
6173,,,,T,T,,,,,,,,Strawberries%2B%28from%2Bseeds%29,100
6174,S,S,,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,101
6175,,,T,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,101
6176,S,S,,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,102
6177,,,T,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,102
6178,S,,,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,103
6179,,P,,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,103
6180,S,,,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,104
6181,,P,,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,104
6182,S,,,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,105
6183,,P,,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,105
6184,S,,,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,106
6185,,P,,,,,,,,,,,Strawberries%2B%28from%2Bseeds%29,106
6186,,,,,,,,S,S,S,S,,Strawberries%2B%28from%2Bseeds%29,23
6187,,,,,,,,,,T,T,T,Strawberries%2B%28from%2Bseeds%29,23
6188,,,,,,,,,S,S,S,S,Strawberries%2B%28from%2Bseeds%29,20
6189,T,,,,,,,,,T,T,T,Strawberries%2B%28from%2Bseeds%29,20
6190,,,,,,,,S,S,,,,Strawberries%2B%28from%2Bseeds%29,21
6191,,,,,,,,,T,T,,,Strawberries%2B%28from%2Bseeds%29,21
6192,,,,,,,,,S,S,S,S,Strawberries%2B%28from%2Bseeds%29,22
6193,T,,,,,,,,,T,T,T,Strawberries%2B%28from%2Bseeds%29,22
6194,,,,,P,P,,,,,,,Strawberry%2BPlants,17
6195,,,,,,,,,P,P,P,,Strawberry%2BPlants,1
6196,,,,P,P,P,P,P,,,,,Strawberry%2BPlants,3
6197,,,,,,P,P,P,,,,,Strawberry%2BPlants,2
6198,,,,P,P,,,,,,,,Strawberry%2BPlants,4
6199,,,,,,P,,,,,,,Strawberry%2BPlants,61
6200,,,,,,P,,,,,,,Strawberry%2BPlants,62
6201,,,,,P,P,,,,,,,Strawberry%2BPlants,60
6202,,,,,P,P,,,,,,,Strawberry%2BPlants,59
6203,,,,,P,P,,,,,,,Strawberry%2BPlants,58
6204,,,,,P,P,,,,,,,Strawberry%2BPlants,57
6205,,,,,P,P,,,,,,,Strawberry%2BPlants,56
6206,,,,,P,P,,,,,,,Strawberry%2BPlants,55
6207,,,,,P,P,,,,,,,Strawberry%2BPlants,54
6208,,,,P,P,,,,,,,,Strawberry%2BPlants,53
6209,,,,P,P,,,,,,,,Strawberry%2BPlants,52
6210,,,P,P,P,,,,,,,,Strawberry%2BPlants,51
6211,,,P,P,P,,,,,,,,Strawberry%2BPlants,50
6212,,,P,P,,,,,P,P,,,Strawberry%2BPlants,8
6213,,,P,P,,,,,P,P,,,Strawberry%2BPlants,9
6214,,,,,,,,,P,P,P,,Strawberry%2BPlants,6
6215,,,,,,P,P,P,P,,,,Strawberry%2BPlants,7
6216,,,,,,,P,P,P,P,,,Strawberry%2BPlants,5
6217,,,,,P,P,,,,,,,Strawberry%2BPlants,107
6218,,,,,P,P,,,,,,,Strawberry%2BPlants,108
6219,,,,,P,P,,,,,,,Strawberry%2BPlants,109
6220,,,,,P,P,,,,,,,Strawberry%2BPlants,110
6221,,,,,P,P,,,,,,,Strawberry%2BPlants,111
6222,,,,,P,P,,,,,,,Strawberry%2BPlants,112
6223,,,,,P,P,,,,,,,Strawberry%2BPlants,11
6224,,,,,P,P,,,,,,,Strawberry%2BPlants,14
6225,,,,,P,P,,,,,,,Strawberry%2BPlants,16
6226,,,,,P,P,,,,,,,Strawberry%2BPlants,113
6227,,,P,P,P,P,,,,,,,Strawberry%2BPlants,10
6228,,,P,P,P,P,,,,,,,Strawberry%2BPlants,114
6229,,,,P,P,,,,P,P,,,Strawberry%2BPlants,13
6230,,,,P,P,,,,P,P,,,Strawberry%2BPlants,12
6231,,,,P,P,,,,P,P,,,Strawberry%2BPlants,115
6232,,,,P,P,,,,P,P,,,Strawberry%2BPlants,116
6233,,,,P,P,,,,P,P,,,Strawberry%2BPlants,15
6234,,,,P,P,,,,P,P,,,Strawberry%2BPlants,100
6235,,,P,,,,,,,P,P,,Strawberry%2BPlants,101
6236,,,P,,,,,,,P,P,,Strawberry%2BPlants,102
6237,,P,,,,,,,,P,P,,Strawberry%2BPlants,103
6238,,P,,,,,,,,P,P,,Strawberry%2BPlants,104
6239,,P,,,,,,,,P,P,,Strawberry%2BPlants,105
6240,,P,,,,,,,,P,P,,Strawberry%2BPlants,106
6241,T,,,,,,,,T,T,T,T,Strawberry%2BPlants,23
6242,,,,,,,,P,P,P,P,P,Strawberry%2BPlants,23
6243,,,,,,,,,P,P,P,,Strawberry%2BPlants,20
6244,,,,,,,,,P,P,,,Strawberry%2BPlants,21
6245,,,,,,,,P,P,P,P,,Strawberry%2BPlants,22
6246,S,S,,,,,,S,S,S,S,S,Sunflower,17
6247,T,T,T,T,,,,,T,T,T,T,Sunflower,17
6248,P,P,P,,,,,,P,P,P,P,Sunflower,17
6249,,,,,,,,,S,S,S,,Sunflower,1
6250,,,,,,,,,,T,T,T,Sunflower,1
6251,,,,,,,,,,P,P,,Sunflower,1
6252,S,S,,,,,S,S,S,S,S,S,Sunflower,3
6253,T,T,T,T,,,,,T,T,T,T,Sunflower,3
6254,P,P,P,,,,,P,P,P,P,P,Sunflower,3
6255,,,,,,,,,S,S,,,Sunflower,2
6256,,,,,,,,,,T,T,T,Sunflower,2
6257,,,,,,,,,,P,P,,Sunflower,2
6258,,,S,S,S,S,S,,,,,,Sunflower,4
6259,,,,T,T,T,T,T,T,,,,Sunflower,4
6260,,,,P,P,P,P,P,,,,,Sunflower,4
6261,,,,,P,P,,,,,,,Sunflower,61
6262,,,,,P,,,,,,,,Sunflower,62
6263,,,,,,P,P,,,,,,Sunflower,60
6264,,,,,P,P,P,,,,,,Sunflower,59
6265,,,,,P,P,P,,,,,,Sunflower,58
6266,,,,,P,P,P,,,,,,Sunflower,57
6267,,,,,P,P,P,,,,,,Sunflower,56
6268,,,,,P,P,P,,,,,,Sunflower,55
6269,,,,,P,P,P,,,,,,Sunflower,54
6270,,,,P,P,P,P,,,,,,Sunflower,53
6271,,,,P,P,P,P,P,,,,,Sunflower,52
6272,,,P,P,P,P,P,P,,,,,Sunflower,51
6273,,,P,P,P,P,P,,,,,,Sunflower,50
6274,,,,P,,,,,,,,,Sunflower,8
6275,,,,P,,,,,,,,,Sunflower,9
6276,,,,,,,,,,P,P,P,Sunflower,6
6277,P,P,P,P,,,,P,P,P,P,P,Sunflower,7
6278,P,,,,,,,P,P,P,P,P,Sunflower,5
6279,,,,,P,P,,,,,,,Sunflower,109
6280,,,,,P,P,,,,,,,Sunflower,110
6281,,,,,P,P,,,,,,,Sunflower,111
6282,,,,,P,P,,,,,,,Sunflower,112
6283,,,,,P,P,,,,,,,Sunflower,11
6284,,,,,P,P,,,,,,,Sunflower,14
6285,,,,P,P,,,,,,,,Sunflower,16
6286,,,,P,P,,,,,,,,Sunflower,113
6287,,,,P,P,,,,,,,,Sunflower,10
6288,,,,P,P,,,,,,,,Sunflower,114
6289,,,P,P,,,,,,,,,Sunflower,13
6290,,,P,P,,,,,,,,,Sunflower,12
6291,,P,P,,,,,,,,,,Sunflower,115
6292,,P,P,,,,,,,,,,Sunflower,116
6293,P,P,,,,,,,,,,P,Sunflower,15
6294,P,P,,,,,,,,,,P,Sunflower,100
6295,P,P,,,,,,,,,,P,Sunflower,101
6296,P,P,,,,,,,,,,P,Sunflower,102
6297,S,S,,,,,,,S,S,S,S,Sunflower,23
6298,T,T,T,,,,,,,T,T,T,Sunflower,23
6299,P,P,,,,,,,P,P,P,P,Sunflower,23
6300,S,S,,,,,,,S,S,S,S,Sunflower,20
6301,T,T,T,,,,,,,T,T,T,Sunflower,20
6302,P,P,,,,,,,P,P,P,P,Sunflower,20
6303,S,S,,,,,,,S,S,S,S,Sunflower,21
6304,T,T,T,,,,,,,T,T,T,Sunflower,21
6305,P,P,,,,,,,P,P,P,P,Sunflower,21
6306,S,S,,,,,,,S,S,S,S,Sunflower,22
6307,T,T,T,,,,,,,T,T,T,Sunflower,22
6308,P,P,,,,,,,P,P,P,P,Sunflower,22
6309,S,,,,,,,S,S,S,S,S,Sweet%2Bcorn,17
6310,T,T,,,,,,,T,T,T,T,Sweet%2Bcorn,17
6311,P,P,,,,,,,P,P,P,P,Sweet%2Bcorn,17
6312,,,,,,,,,S,S,S,S,Sweet%2Bcorn,1
6313,T,,,,,,,,,,T,T,Sweet%2Bcorn,1
6314,,,,,,,,,,P,P,,Sweet%2Bcorn,1
6315,S,,,,,,S,S,S,S,S,S,Sweet%2Bcorn,3
6316,T,T,T,,,,,T,T,T,T,T,Sweet%2Bcorn,3
6317,P,P,,,,,,P,P,P,P,P,Sweet%2Bcorn,3
6318,,,,,,,,,S,S,S,S,Sweet%2Bcorn,2
6319,T,,,,,,,,,T,T,T,Sweet%2Bcorn,2
6320,,,,,,,,,P,P,P,,Sweet%2Bcorn,2
6321,S,S,S,S,S,S,S,S,S,,,,Sweet%2Bcorn,4
6322,T,T,T,T,T,T,T,T,T,T,T,,Sweet%2Bcorn,4
6323,P,P,P,P,P,P,P,P,P,P,P,,Sweet%2Bcorn,4
6324,,,,,,P,,,,,,,Sweet%2Bcorn,61
6325,,,,,,P,,,,,,,Sweet%2Bcorn,62
6326,,,,,P,P,,,,,,,Sweet%2Bcorn,60
6327,,,,,P,P,,,,,,,Sweet%2Bcorn,59
6328,,,,,P,P,,,,,,,Sweet%2Bcorn,58
6329,,,,,P,P,,,,,,,Sweet%2Bcorn,57
6330,,,,,P,P,,,,,,,Sweet%2Bcorn,56
6331,,,,,P,P,P,,,,,,Sweet%2Bcorn,55
6332,,,,,P,P,P,,,,,,Sweet%2Bcorn,54
6333,,,,,P,P,P,,,,,,Sweet%2Bcorn,53
6334,,,,,P,P,P,,,,,,Sweet%2Bcorn,52
6335,,,,P,P,P,P,P,,,,,Sweet%2Bcorn,51
6336,,,,P,P,P,P,P,,,,,Sweet%2Bcorn,50
6337,,,,,P,,,,,,,,Sweet%2Bcorn,8
6338,,,,P,P,,,,,,,,Sweet%2Bcorn,9
6339,P,,,,,,,,,P,P,P,Sweet%2Bcorn,6
6340,P,P,,,,,,P,P,P,P,P,Sweet%2Bcorn,7
6341,P,P,,,,,,,P,P,P,P,Sweet%2Bcorn,5
6342,,,,,P,P,,,,,,,Sweet%2Bcorn,109
6343,,,,,P,P,,,,,,,Sweet%2Bcorn,110
6344,,,,,P,P,,,,,,,Sweet%2Bcorn,111
6345,,,,,P,P,,,,,,,Sweet%2Bcorn,112
6346,,,,,P,P,,,,,,,Sweet%2Bcorn,11
6347,,,,,P,P,,,,,,,Sweet%2Bcorn,14
6348,,,,,P,P,,,,,,,Sweet%2Bcorn,16
6349,,,,,P,P,,,,,,,Sweet%2Bcorn,113
6350,,,P,P,P,P,P,,,,,,Sweet%2Bcorn,10
6351,,,P,P,P,P,P,,,,,,Sweet%2Bcorn,114
6352,,,P,P,P,P,P,,,,,,Sweet%2Bcorn,13
6353,,,P,P,P,P,P,,,,,,Sweet%2Bcorn,12
6354,,,,P,P,,,,,,,,Sweet%2Bcorn,115
6355,,,,P,P,,,,,,,,Sweet%2Bcorn,116
6356,,P,P,,,,,P,P,,,,Sweet%2Bcorn,15
6357,,P,P,,,,,P,P,,,,Sweet%2Bcorn,100
6358,,,,,,,,P,P,P,P,P,Sweet%2Bcorn,23
6359,,,,,,,P,P,P,P,P,,Sweet%2Bcorn,20
6360,,,,,,,,P,P,P,P,,Sweet%2Bcorn,21
6361,,,,,,,,,P,P,P,,Sweet%2Bcorn,22
6362,,,,,,,S,,,,,,Sweet%2BMarjoram,17
6363,,,,,,,,T,T,,,,Sweet%2BMarjoram,17
6364,,,,,,,,P,P,,,,Sweet%2BMarjoram,17
6365,,,,,,,,S,S,S,,,Sweet%2BMarjoram,1
6366,,,,,,,,,T,T,T,,Sweet%2BMarjoram,1
6367,,,,,,,,,P,P,P,,Sweet%2BMarjoram,1
6368,,,,,,,,,S,,,,Sweet%2BMarjoram,3
6369,,,,,,,,,,T,T,,Sweet%2BMarjoram,3
6370,,,,,,,,,P,P,,,Sweet%2BMarjoram,3
6371,,,,,,,,S,S,,,,Sweet%2BMarjoram,2
6372,,,,,,,,,T,T,,,Sweet%2BMarjoram,2
6373,,,,,,,,,P,P,,,Sweet%2BMarjoram,2
6374,,,,S,S,,,,,,,,Sweet%2BMarjoram,4
6375,,,,,,T,,,,,,,Sweet%2BMarjoram,4
6376,,,,,P,,,,,,,,Sweet%2BMarjoram,4
6377,,,,,S,,,,,,,,Sweet%2BMarjoram,61
6378,,,,,,T,,,,,,,Sweet%2BMarjoram,61
6379,,,,S,,,,,,,,,Sweet%2BMarjoram,60
6380,,,,,T,T,,,,,,,Sweet%2BMarjoram,60
6381,,,,S,,,,,,,,,Sweet%2BMarjoram,59
6382,,,,,T,T,,,,,,,Sweet%2BMarjoram,59
6383,,,,S,,,,,,,,,Sweet%2BMarjoram,58
6384,,,,,T,T,,,,,,,Sweet%2BMarjoram,58
6385,,,,S,,,,,,,,,Sweet%2BMarjoram,57
6386,,,,,T,T,T,,,,,,Sweet%2BMarjoram,57
6387,,,,S,,,,,,,,,Sweet%2BMarjoram,56
6388,,,,,T,T,T,,,,,,Sweet%2BMarjoram,56
6389,,,,S,,,,,,,,,Sweet%2BMarjoram,55
6390,,,,,T,T,T,,,,,,Sweet%2BMarjoram,55
6391,,,,S,,,,,,,,,Sweet%2BMarjoram,54
6392,,,,,T,T,T,,,,,,Sweet%2BMarjoram,54
6393,,,S,,,,,,,,,,Sweet%2BMarjoram,53
6394,,,,T,T,T,T,,,,,,Sweet%2BMarjoram,53
6395,,,S,,,,,,,,,,Sweet%2BMarjoram,52
6396,,,,T,T,T,T,,,,,,Sweet%2BMarjoram,52
6397,,S,,,,,,,,,,,Sweet%2BMarjoram,51
6398,,,T,T,T,,T,,,,,,Sweet%2BMarjoram,51
6399,,S,,,,,,,,,,,Sweet%2BMarjoram,50
6400,,,T,T,T,T,,,,,,,Sweet%2BMarjoram,50
6401,,,,,S,,,,,,,,Sweet%2BMarjoram,8
6402,,,,,,T,,,,,,,Sweet%2BMarjoram,8
6403,,,,S,,,,,,,,,Sweet%2BMarjoram,9
6404,,,,,,T,,,,,,,Sweet%2BMarjoram,9
6405,,,,,,,,,,,S,,Sweet%2BMarjoram,6
6406,,,,,,,,,,,,T,Sweet%2BMarjoram,6
6407,,,,,,,,,S,,,,Sweet%2BMarjoram,7
6408,,,,,,,,,,,T,,Sweet%2BMarjoram,7
6409,,,,,,,,,,S,,,Sweet%2BMarjoram,5
6410,,,,,,,,,,,,T,Sweet%2BMarjoram,5
6411,,,,S,,,,,,,,,Sweet%2BMarjoram,16
6412,,,,,,T,,,,,,,Sweet%2BMarjoram,16
6413,,,,,,P,,,,,,,Sweet%2BMarjoram,16
6414,,,,S,,,,,,,,,Sweet%2BMarjoram,113
6415,,,,,,T,,,,,,,Sweet%2BMarjoram,113
6416,,,,,,P,,,,,,,Sweet%2BMarjoram,113
6417,,,,S,,,,,,,,,Sweet%2BMarjoram,10
6418,,,,,,T,,,,,,,Sweet%2BMarjoram,10
6419,,,,,,P,,,,,,,Sweet%2BMarjoram,10
6420,,,,S,,,,,,,,,Sweet%2BMarjoram,114
6421,,,,,,T,,,,,,,Sweet%2BMarjoram,114
6422,,,,,,P,,,,,,,Sweet%2BMarjoram,114
6423,,,S,,,,,,,,,,Sweet%2BMarjoram,13
6424,,,,,T,,,,,,,,Sweet%2BMarjoram,13
6425,,,,,P,,,,,,,,Sweet%2BMarjoram,13
6426,,,S,,,,,,,,,,Sweet%2BMarjoram,12
6427,,,,,T,,,,,,,,Sweet%2BMarjoram,12
6428,,,,,P,,,,,,,,Sweet%2BMarjoram,12
6429,S,,,,,,,,,,,,Sweet%2BMarjoram,115
6430,,,T,,,,,,,,,,Sweet%2BMarjoram,115
6431,,,P,,,,,,,,,,Sweet%2BMarjoram,115
6432,S,,,,,,,,,,,,Sweet%2BMarjoram,116
6433,,,T,,,,,,,,,,Sweet%2BMarjoram,116
6434,,,P,,,,,,,,,,Sweet%2BMarjoram,116
6435,S,,,,,,,,,,,,Sweet%2BMarjoram,15
6436,,T,,,,,,,,,,,Sweet%2BMarjoram,15
6437,,P,,,,,,,,,,,Sweet%2BMarjoram,15
6438,S,,,,,,,,,,,,Sweet%2BMarjoram,100
6439,,T,,,,,,,,,,,Sweet%2BMarjoram,100
6440,,P,,,,,,,,,,,Sweet%2BMarjoram,100
6441,P,,,,,,,,,,,,Sweet%2BMarjoram,101
6442,P,,,,,,,,,,,,Sweet%2BMarjoram,102
6443,S,S,S,S,,,,,S,S,S,S,Sweet%2BMarjoram,23
6444,T,T,T,T,T,,,,,T,T,T,Sweet%2BMarjoram,23
6445,S,S,S,S,,,,S,S,S,S,S,Sweet%2BMarjoram,20
6446,T,T,T,T,T,,,,T,T,T,T,Sweet%2BMarjoram,20
6447,,,S,S,S,,,,S,S,,,Sweet%2BMarjoram,21
6448,,,,T,T,T,,,,T,T,,Sweet%2BMarjoram,21
6449,S,S,S,S,S,,,,S,S,S,S,Sweet%2BMarjoram,22
6450,T,T,T,T,T,T,,,,T,T,T,Sweet%2BMarjoram,22
6451,,,,,,,,,P,P,P,P,Sweet%2BPotato,17
6452,P,,,,,,,,P,P,P,P,Sweet%2BPotato,3
6453,,,,,,,,,,P,P,P,Sweet%2BPotato,2
6454,P,P,P,P,P,P,P,P,P,P,P,P,Sweet%2BPotato,4
6455,,,,,,T,,,,,,,Sweet%2BPotato,57
6456,,,,,,T,,,,,,,Sweet%2BPotato,56
6457,,,,,,T,T,,,,,,Sweet%2BPotato,55
6458,,,,,T,T,T,,,,,,Sweet%2BPotato,54
6459,,,,,T,T,T,,,,,,Sweet%2BPotato,53
6460,,,,,T,T,T,,,,,,Sweet%2BPotato,52
6461,,,,,T,T,T,,,,,,Sweet%2BPotato,51
6462,,,,T,T,T,T,,,,,,Sweet%2BPotato,50
6463,,,,P,,,,,,,,,Sweet%2BPotato,9
6464,,,,,,,,,P,P,P,,Sweet%2BPotato,7
6465,,,,,,,,,,P,P,,Sweet%2BPotato,5
6466,,,,,P,,,,,,,,Sweet%2BPotato,16
6467,,,,,P,,,,,,,,Sweet%2BPotato,113
6468,,,,P,P,,,,,,,,Sweet%2BPotato,10
6469,,,,P,P,,,,,,,,Sweet%2BPotato,114
6470,,,,P,P,P,,,,,,,Sweet%2BPotato,13
6471,,,,P,P,P,,,,,,,Sweet%2BPotato,12
6472,,,P,P,P,P,,,,,,,Sweet%2BPotato,115
6473,,,P,P,P,P,,,,,,,Sweet%2BPotato,116
6474,,P,P,P,P,P,,,,,,P,Sweet%2BPotato,15
6475,,P,P,P,P,P,,,,,,,Sweet%2BPotato,100
6476,,P,P,P,P,P,,,,,,P,Sweet%2BPotato,101
6477,,P,P,P,P,P,,,,,,P,Sweet%2BPotato,102
6478,P,,,,,,,,,,,,Sweet%2BPotato,103
6479,P,,,,,,,,,,,,Sweet%2BPotato,104
6480,P,,,,,,,,,,,,Sweet%2BPotato,105
6481,P,,,,,,,,,,,,Sweet%2BPotato,106
6482,,,,,,,,P,P,P,P,P,Sweet%2BPotato,23
6483,,,,,,,,,,P,P,,Sweet%2BPotato,20
6484,P,,,,,,,,,P,P,P,Sweet%2BPotato,21
6485,,,,,,,,,,P,P,P,Sweet%2BPotato,22
6486,,,,,,,,,P,P,P,,Taro,17
6487,,,,,,,,,P,P,P,P,Taro,3
6488,,,,,,,,,,P,P,,Taro,2
6489,,,,,,,,P,P,,,,Taro,4
6490,,,,P,P,P,,,,,,,Taro,7
6491,,P,P,,,,,,,,,,Taro,103
6492,,P,P,,,,,,,,,,Taro,104
6493,,P,P,,,,,,,,,,Taro,105
6494,,P,P,,,,,,,,,,Taro,106
6495,,,,,S,S,,,,,,,Thyme,17
6496,,,,,,,T,,,,,,Thyme,17
6497,,,,,,P,,,,,,,Thyme,17
6498,,,,,,,,,S,S,S,,Thyme,1
6499,,,,,,,,,,T,T,T,Thyme,1
6500,,,,,,,,,P,P,P,,Thyme,1
6501,,,,,,,S,S,S,S,,,Thyme,3
6502,,,,,,,,,T,T,T,,Thyme,3
6503,,,,,,,,,P,P,,,Thyme,3
6504,,,,,,,,S,S,S,,,Thyme,2
6505,,,,,,,,,T,T,T,,Thyme,2
6506,,,,,,,,,P,P,,,Thyme,2
6507,,,,,,S,S,,,,,,Thyme,4
6508,,,,,,,,T,,,,,Thyme,4
6509,,,,,,,P,,,,,,Thyme,4
6510,,,,,P,,,,,,,,Thyme,60
6511,,,,,P,P,,,,,,,Thyme,59
6512,,,,,P,P,,,,,,,Thyme,58
6513,,,,,P,P,,,,,,,Thyme,57
6514,,,,P,P,P,,,,,,,Thyme,56
6515,,,,P,P,P,,,,,,,Thyme,55
6516,,,P,P,P,P,,,,,,,Thyme,54
6517,,,P,P,P,P,,,,,,,Thyme,53
6518,,,P,P,P,P,,,,,,,Thyme,52
6519,,P,P,P,P,P,,,,,,,Thyme,51
6520,,P,P,P,P,P,,,,,,,Thyme,50
6521,,,,S,,,,,,,,,Thyme,8
6522,,,,,,T,,,,,,,Thyme,8
6523,,,S,,,,,,,,,,Thyme,9
6524,,,,,T,T,,,,,,,Thyme,9
6525,,,,,,,,,S,,,,Thyme,6
6526,,,,,,,,,,,T,T,Thyme,6
6527,,,,,,,,S,,,,,Thyme,7
6528,,,,,,,,,,T,T,,Thyme,7
6529,,,,,,,,S,,,,,Thyme,5
6530,,,,,,,,,,T,T,,Thyme,5
6531,,,,S,,,,,,,,,Thyme,111
6532,,,,,,T,,,,,,,Thyme,111
6533,,,,,P,P,,,,,,,Thyme,111
6534,,,,S,,,,,,,,,Thyme,112
6535,,,,,,T,,,,,,,Thyme,112
6536,,,,,P,P,,,,,,,Thyme,112
6537,,,S,,,,,,,,,,Thyme,11
6538,,,,,T,,,,,,,,Thyme,11
6539,,,,P,P,,,,,,,,Thyme,11
6540,,,S,,,,,,,,,,Thyme,14
6541,,,,,T,,,,,,,,Thyme,14
6542,,,,P,P,,,,,,,,Thyme,14
6543,,,S,,,,,,,,,,Thyme,16
6544,,,,,T,,,,,,,,Thyme,16
6545,,,,P,P,,,,,,,,Thyme,16
6546,,,S,,,,,,,,,,Thyme,113
6547,,,,,T,,,,,,,,Thyme,113
6548,,,,P,P,,,,,,,,Thyme,113
6549,,,S,,,,,,,,,,Thyme,10
6550,,,,,T,,,,,,,,Thyme,10
6551,,,,P,P,,,,,,,,Thyme,10
6552,,,S,,,,,,,,,,Thyme,114
6553,,,,,T,,,,,,,,Thyme,114
6554,,,,P,P,,,,,,,,Thyme,114
6555,,S,,,,,,,,,,,Thyme,13
6556,,,,T,,,,,,,,,Thyme,13
6557,,,P,P,,,,,,,,,Thyme,13
6558,,S,,,,,,,,,,,Thyme,12
6559,,,,T,,,,,,,,,Thyme,12
6560,,,P,P,,,,,,,,,Thyme,12
6561,,S,,,,,,,,,,,Thyme,115
6562,,,T,,,,,,,,,,Thyme,115
6563,,,P,,,,,,,,,,Thyme,115
6564,,S,,,,,,,,,,,Thyme,116
6565,,,T,,,,,,,,,,Thyme,116
6566,,,P,,,,,,,P,,,Thyme,116
6567,S,S,,,,,,,,,,,Thyme,15
6568,,,T,,,,,,,,,,Thyme,15
6569,,P,P,,,,,,,P,,,Thyme,15
6570,S,S,,,,,,,,,,,Thyme,100
6571,,,T,,,,,,,,,,Thyme,100
6572,,P,P,,,,,,,P,,,Thyme,100
6573,,,,,,,,,,,,P,Thyme,106
6574,,,S,S,S,,,,S,S,S,S,Thyme,23
6575,,,T,T,T,,,,,T,T,T,Thyme,23
6576,,,S,S,S,,,,S,S,S,S,Thyme,20
6577,,,T,T,T,,,,,T,T,T,Thyme,20
6578,,,S,S,S,,,,S,S,S,S,Thyme,21
6579,,,T,T,T,,,,,T,T,T,Thyme,21
6580,,,S,S,S,,,,S,S,S,S,Thyme,22
6581,,,T,T,T,,,,,T,T,T,Thyme,22
6582,,,,,,S,S,,,,,,Tomatillo,17
6583,,,,,,,T,T,T,,,,Tomatillo,17
6584,,,,,,,P,P,,,,,Tomatillo,17
6585,,,,,,,,,,S,S,,Tomatillo,1
6586,,,,,,,,,,,T,T,Tomatillo,1
6587,,,,,,,,,,,P,P,Tomatillo,1
6588,,,,,,,,S,S,S,S,S,Tomatillo,3
6589,T,T,,,,,,,,T,T,T,Tomatillo,3
6590,P,,,,,,,,P,P,P,P,Tomatillo,3
6591,,,,,,,,,S,S,S,,Tomatillo,2
6592,T,,,,,,,,,T,T,T,Tomatillo,2
6593,,,,,,,,,,,P,P,Tomatillo,2
6594,,,,S,S,,,,,,,,Tomatillo,4
6595,,,,,T,T,T,,,,,,Tomatillo,4
6596,,,,P,P,P,,,,,,,Tomatillo,4
6597,,,S,,,,,,,,,,Tomatillo,59
6598,,,,,T,,,,,,,,Tomatillo,59
6599,,,S,S,,,,,,,,,Tomatillo,58
6600,,,,,T,T,,,,,,,Tomatillo,58
6601,,,S,S,,,,,,,,,Tomatillo,57
6602,,,,,T,T,,,,,,,Tomatillo,57
6603,,,S,S,,,,,,,,,Tomatillo,56
6604,,,,,T,T,,,,,,,Tomatillo,56
6605,,,S,S,,,,,,,,,Tomatillo,55
6606,,,,,T,T,,,,,,,Tomatillo,55
6607,,,S,S,,,,,,,,,Tomatillo,54
6608,,,,,T,T,,,,,,,Tomatillo,54
6609,,,S,S,,,,,,,,,Tomatillo,53
6610,,,,,T,T,,,,,,,Tomatillo,53
6611,,,S,S,,,,,,,,,Tomatillo,52
6612,,,,,T,T,,,,,,,Tomatillo,52
