,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,name,zone,hardiness_zone
6279,,,,,P,P,,,,,,,Sunflower,109,3a
6280,,,,,P,P,,,,,,,Sunflower,110,3b
6281,,,,,P,P,,,,,,,Sunflower,111,4a
6282,,,,,P,P,,,,,,,Sunflower,112,4b
6283,,,,,P,P,,,,,,,Sunflower,11,5a
6284,,,,,P,P,,,,,,,Sunflower,14,5b
6285,,,,P,P,,,,,,,,Sunflower,16,6a
6286,,,,P,P,,,,,,,,Sunflower,113,6b
6287,,,,P,P,,,,,,,,Sunflower,10,7a
6288,,,,P,P,,,,,,,,Sunflower,114,7b
6289,,,P,P,,,,,,,,,Sunflower,13,8a
6290,,,P,P,,,,,,,,,Sunflower,12,8b
6291,,P,P,,,,,,,,,,Sunflower,115,9a
6292,,P,P,,,,,,,,,,Sunflower,116,9b
6293,P,P,,,,,,,,,,P,Sunflower,15,10a
6294,P,P,,,,,,,,,,P,Sunflower,100,10b
6295,P,P,,,,,,,,,,P,Sunflower,101,11a
6296,P,P,,,,,,,,,,P,Sunflower,102,11b
6342,,,,,P,P,,,,,,,Sweet corn,109,3a
6343,,,,,P,P,,,,,,,Sweet corn,110,3b
6344,,,,,P,P,,,,,,,Sweet corn,111,4a
6345,,,,,P,P,,,,,,,Sweet corn,112,4b
6346,,,,,P,P,,,,,,,Sweet corn,11,5a
6347,,,,,P,P,,,,,,,Sweet corn,14,5b
6348,,,,,P,P,,,,,,,Sweet corn,16,6a
6349,,,,,P,P,,,,,,,Sweet corn,113,6b
6350,,,P,P,P,P,P,,,,,,Sweet corn,10,7a
6351,,,P,P,P,P,P,,,,,,Sweet corn,114,7b
6352,,,P,P,P,P,P,,,,,,Sweet corn,13,8a
6353,,,P,P,P,P,P,,,,,,Sweet corn,12,8b
6354,,,,P,P,,,,,,,,Sweet corn,115,9a
6355,,,,P,P,,,,,,,,Sweet corn,116,9b
6356,,P,P,,,,,P,P,,,,Sweet corn,15,10a
6357,,P,P,,,,,P,P,,,,Sweet corn,100,10b
6411,,,,S,,,,,,,,,Sweet Marjoram,16,6a
6412,,,,,,T,,,,,,,Sweet Marjoram,16,6a
6413,,,,,,P,,,,,,,Sweet Marjoram,16,6a
6414,,,,S,,,,,,,,,Sweet Marjoram,113,6b
6415,,,,,,T,,,,,,,Sweet Marjoram,113,6b
6416,,,,,,P,,,,,,,Sweet Marjoram,113,6b
6417,,,,S,,,,,,,,,Sweet Marjoram,10,7a
6418,,,,,,T,,,,,,,Sweet Marjoram,10,7a
6419,,,,,,P,,,,,,,Sweet Marjoram,10,7a
6420,,,,S,,,,,,,,,Sweet Marjoram,114,7b
6421,,,,,,T,,,,,,,Sweet Marjoram,114,7b
6422,,,,,,P,,,,,,,Sweet Marjoram,114,7b
6423,,,S,,,,,,,,,,Sweet Marjoram,13,8a
6424,,,,,T,,,,,,,,Sweet Marjoram,13,8a
6425,,,,,P,,,,,,,,Sweet Marjoram,13,8a
6426,,,S,,,,,,,,,,Sweet Marjoram,12,8b
6427,,,,,T,,,,,,,,Sweet Marjoram,12,8b
6428,,,,,P,,,,,,,,Sweet Marjoram,12,8b
6429,S,,,,,,,,,,,,Sweet Marjoram,115,9a
6430,,,T,,,,,,,,,,Sweet Marjoram,115,9a
6431,,,P,,,,,,,,,,Sweet Marjoram,115,9a
6432,S,,,,,,,,,,,,Sweet Marjoram,116,9b
6433,,,T,,,,,,,,,,Sweet Marjoram,116,9b
6434,,,P,,,,,,,,,,Sweet Marjoram,116,9b
6435,S,,,,,,,,,,,,Sweet Marjoram,15,10a
6436,,T,,,,,,,,,,,Sweet Marjoram,15,10a
6437,,P,,,,,,,,,,,Sweet Marjoram,15,10a
6438,S,,,,,,,,,,,,Sweet Marjoram,100,10b
6439,,T,,,,,,,,,,,Sweet Marjoram,100,10b
6440,,P,,,,,,,,,,,Sweet Marjoram,100,10b
6441,P,,,,,,,,,,,,Sweet Marjoram,101,11a
6442,P,,,,,,,,,,,,Sweet Marjoram,102,11b
6466,,,,,P,,,,,,,,Sweet Potato,16,6a
6467,,,,,P,,,,,,,,Sweet Potato,113,6b
6468,,,,P,P,,,,,,,,Sweet Potato,10,7a
6469,,,,P,P,,,,,,,,Sweet Potato,114,7b
6470,,,,P,P,P,,,,,,,Sweet Potato,13,8a
6471,,,,P,P,P,,,,,,,Sweet Potato,12,8b
6472,,,P,P,P,P,,,,,,,Sweet Potato,115,9a
6473,,,P,P,P,P,,,,,,,Sweet Potato,116,9b
6474,,P,P,P,P,P,,,,,,P,Sweet Potato,15,10a
6475,,P,P,P,P,P,,,,,,,Sweet Potato,100,10b
6476,,P,P,P,P,P,,,,,,P,Sweet Potato,101,11a
6477,,P,P,P,P,P,,,,,,P,Sweet Potato,102,11b
6478,P,,,,,,,,,,,,Sweet Potato,103,12a
6479,P,,,,,,,,,,,,Sweet Potato,104,12b
6480,P,,,,,,,,,,,,Sweet Potato,105,13a
6481,P,,,,,,,,,,,,Sweet Potato,106,13b
6491,,P,P,,,,,,,,,,Taro,103,12a
6492,,P,P,,,,,,,,,,Taro,104,12b
6493,,P,P,,,,,,,,,,Taro,105,13a
6494,,P,P,,,,,,,,,,Taro,106,13b
6531,,,,S,,,,,,,,,Thyme,111,4a
6532,,,,,,T,,,,,,,Thyme,111,4a
6533,,,,,P,P,,,,,,,Thyme,111,4a
6534,,,,S,,,,,,,,,Thyme,112,4b
6535,,,,,,T,,,,,,,Thyme,112,4b
6536,,,,,P,P,,,,,,,Thyme,112,4b
6537,,,S,,,,,,,,,,Thyme,11,5a
6538,,,,,T,,,,,,,,Thyme,11,5a
6539,,,,P,P,,,,,,,,Thyme,11,5a
6540,,,S,,,,,,,,,,Thyme,14,5b
6541,,,,,T,,,,,,,,Thyme,14,5b
6542,,,,P,P,,,,,,,,Thyme,14,5b
6543,,,S,,,,,,,,,,Thyme,16,6a
6544,,,,,T,,,,,,,,Thyme,16,6a
6545,,,,P,P,,,,,,,,Thyme,16,6a
6546,,,S,,,,,,,,,,Thyme,113,6b
6547,,,,,T,,,,,,,,Thyme,113,6b
6548,,,,P,P,,,,,,,,Thyme,113,6b
6549,,,S,,,,,,,,,,Thyme,10,7a
6550,,,,,T,,,,,,,,Thyme,10,7a
6551,,,,P,P,,,,,,,,Thyme,10,7a
6552,,,S,,,,,,,,,,Thyme,114,7b
6553,,,,,T,,,,,,,,Thyme,114,7b
6554,,,,P,P,,,,,,,,Thyme,114,7b
6555,,S,,,,,,,,,,,Thyme,13,8a
6556,,,,T,,,,,,,,,Thyme,13,8a
6557,,,P,P,,,,,,,,,Thyme,13,8a
6558,,S,,,,,,,,,,,Thyme,12,8b
6559,,,,T,,,,,,,,,Thyme,12,8b
6560,,,P,P,,,,,,,,,Thyme,12,8b
6561,,S,,,,,,,,,,,Thyme,115,9a
6562,,,T,,,,,,,,,,Thyme,115,9a
6563,,,P,,,,,,,,,,Thyme,115,9a
6564,,S,,,,,,,,,,,Thyme,116,9b
6565,,,T,,,,,,,,,,Thyme,116,9b
6566,,,P,,,,,,,P,,,Thyme,116,9b
6567,S,S,,,,,,,,,,,Thyme,15,10a
6568,,,T,,,,,,,,,,Thyme,15,10a
6569,,P,P,,,,,,,P,,,Thyme,15,10a
6570,S,S,,,,,,,,,,,Thyme,100,10b
6571,,,T,,,,,,,,,,Thyme,100,10b
6572,,P,P,,,,,,,P,,,Thyme,100,10b
6573,,,,,,,,,,,,P,Thyme,106,13b
6627,,,S,,,,,,,,,,Tomatillo,110,3b
6628,,,,,T,,,,,,,,Tomatillo,110,3b
6629,,,,,P,,,,,,,,Tomatillo,110,3b
6630,,,S,,,,,,,,,,Tomatillo,111,4a
6631,,,,,T,,,,,,,,Tomatillo,111,4a
6632,,,,,P,,,,,,,,Tomatillo,111,4a
6633,,,S,,,,,,,,,,Tomatillo,112,4b
6634,,,,,T,,,,,,,,Tomatillo,112,4b
6635,,,,,P,,,,,,,,Tomatillo,112,4b
6636,,,S,,,,,,,,,,Tomatillo,11,5a
6637,,,,,T,,,,,,,,Tomatillo,11,5a
6638,,,,,P,,,,,,,,Tomatillo,11,5a
6639,,,S,,,,,,,,,,Tomatillo,14,5b
6640,,,,,T,,,,,,,,Tomatillo,14,5b
6641,,,,,P,,,,,,,,Tomatillo,14,5b
6642,,S,,,,,,,,,,,Tomatillo,16,6a
6643,,,,T,,,,,,,,,Tomatillo,16,6a
6644,,,,P,P,,,,,,,,Tomatillo,16,6a
6645,,S,,,,,,,,,,,Tomatillo,113,6b
6646,,,,T,,,,,,,,,Tomatillo,113,6b
6647,,,,P,P,,,,,,,,Tomatillo,113,6b
6648,,,,P,P,,,,,,,,Tomatillo,10,7a
6649,,,,P,P,,,,,,,,Tomatillo,114,7b
6650,,,P,P,,,,,,,,,Tomatillo,13,8a
6651,,,P,P,,,,,,,,,Tomatillo,12,8b
6652,,,P,P,,,,,,,,,Tomatillo,115,9a
6653,,,P,P,,,,,,,,,Tomatillo,116,9b
6654,,,,,,,,,,,,S,Tomatillo,15,10a
6655,,T,,,,,,,,,,,Tomatillo,15,10a
6656,,P,,,,,,,,,,,Tomatillo,15,10a
6657,,,,,,,,,,,,S,Tomatillo,100,10b
6658,,T,,,,,,,,,,,Tomatillo,100,10b
6659,,P,,,,,,,,,,,Tomatillo,100,10b
6660,S,,,,,,,,,,,,Tomatillo,101,11a
6661,,T,,,,,,,,,,,Tomatillo,101,11a
6662,,P,,,,,,,,,,,Tomatillo,101,11a
6663,S,,,,,,,,,,,,Tomatillo,102,11b
6664,,T,,,,,,,,,,,Tomatillo,102,11b
6665,,P,,,,,,,,,,,Tomatillo,102,11b
6725,,,,S,,,,,,,,,Tomato,109,3a
6726,,,,,T,T,,,,,,,Tomato,109,3a
6727,,,,,P,,,,,,,,Tomato,109,3a
6728,,,S,S,,,,,,,,,Tomato,110,3b
6729,,,,,T,T,,,,,,,Tomato,110,3b
6730,,,,,P,,,,,,,,Tomato,110,3b
6731,,,S,S,,,,,,,,,Tomato,111,4a
6732,,,,,T,T,,,,,,,Tomato,111,4a
6733,,,,,P,,,,,,,,Tomato,111,4a
6734,,,S,S,,,,,,,,,Tomato,112,4b
6735,,,,,T,T,,,,,,,Tomato,112,4b
6736,,,,,P,,,,,,,,Tomato,112,4b
6737,,,S,,,,,,,,,,Tomato,11,5a
6738,,,,T,T,T,,,,,,,Tomato,11,5a
6739,,,,P,P,,,,,,,,Tomato,11,5a
6740,,,S,,,,,,,,,,Tomato,14,5b
6741,,,,T,T,T,,,,,,,Tomato,14,5b
6742,,,,P,P,,,,,,,,Tomato,14,5b
6743,,,S,,,,,,,,,,Tomato,16,6a
6744,,,,T,T,T,,,,,,,Tomato,16,6a
6745,,,,P,P,,,,,,,,Tomato,16,6a
6746,,,S,,,,,,,,,,Tomato,113,6b
6747,,,,T,T,T,,,,,,,Tomato,113,6b
6748,,,,P,P,,,,,,,,Tomato,113,6b
6749,,S,S,,,,,,,,,,Tomato,10,7a
6750,,,,T,T,T,,,,,,,Tomato,10,7a
6751,,,,P,P,,,,,,,,Tomato,10,7a
6752,,S,S,,,,,,,,,,Tomato,114,7b
6753,,,,T,T,T,,,,,,,Tomato,114,7b
6754,,,,P,P,,,,,,,,Tomato,114,7b
6755,,S,S,,,,,,,,,,Tomato,13,8a
6756,,,T,T,T,T,T,,,,,,Tomato,13,8a
6757,,,,P,P,P,,,,,,,Tomato,13,8a
6758,,S,S,,,,,,,,,,Tomato,12,8b
6759,,,T,T,T,T,T,,,,,,Tomato,12,8b
6760,,,,P,P,P,,,,,,,Tomato,12,8b
6761,S,S,,,,,,,,,,,Tomato,115,9a
6762,,,T,T,,,,,,,,,Tomato,115,9a
6763,,,P,P,,,,P,,,,,Tomato,115,9a
6764,S,S,,,,,,,,,,,Tomato,116,9b
6765,,,T,T,,,,,,,,,Tomato,116,9b
6766,,,P,P,,,,P,,,,,Tomato,116,9b
6767,S,S,,,,,,,,,,,Tomato,15,10a
6768,,,T,T,,,,,,,,,Tomato,15,10a
6769,,,P,P,,,,,P,,,,Tomato,15,10a
6770,S,S,,,,,,,,,,,Tomato,100,10b
6771,,,T,T,,,,,,,,,Tomato,100,10b
6772,,,P,P,,,,,P,P,P,P,Tomato,100,10b
6773,P,P,P,,,,,,,,,P,Tomato,101,11a
6774,P,P,P,,,,,,,,,P,Tomato,102,11b
6775,P,P,P,,,,,,,,,,Tomato,103,12a
6776,P,P,,,,,,,,,,,Tomato,104,12b
6777,P,,,,,,,,,,,P,Tomato,105,13a
6778,P,,,,,,,,,,,P,Tomato,106,13b
6832,,,,P,P,,,P,P,,,,Turnip,107,2a
6833,,,,P,P,,,P,P,,,,Turnip,108,2b
6834,,,,P,P,P,,P,,,,,Turnip,109,3a
6835,,,,P,,P,,P,,,,,Turnip,110,3b
6836,,,,P,,P,,P,,,,,Turnip,111,4a
6837,,,,P,,P,,P,,,,,Turnip,112,4b
6838,,,P,P,P,,,P,P,,,,Turnip,11,5a
6839,,,P,P,P,,,P,P,,,,Turnip,14,5b
6840,,,,,P,,P,P,,,,,Turnip,16,6a
6841,,,P,P,P,,,P,P,,,,Turnip,113,6b
6842,P,P,P,,,,,P,P,,,,Turnip,10,7a
6843,P,P,P,,,,,P,P,,,,Turnip,114,7b
6844,P,P,P,,,,,P,P,,,,Turnip,13,8a
6845,P,P,P,,,,,P,P,,,,Turnip,12,8b
6846,P,P,P,,,,,P,P,P,P,P,Turnip,115,9a
6847,P,P,P,,,,,P,P,P,P,P,Turnip,116,9b
6848,P,P,P,,,,,P,P,P,P,P,Turnip,15,10a
6849,P,P,P,,,,,,P,P,P,P,Turnip,100,10b
6895,,,,,P,P,,,,,,,Watermelon,111,4a
6896,,,,,P,P,,,,,,,Watermelon,112,4b
6897,,,,,P,P,,,,,,,Watermelon,11,5a
6898,,,,P,P,,,,,,,,Watermelon,14,5b
6899,,,,P,P,,,,,,,,Watermelon,16,6a
6900,,,,P,P,,,,,,,,Watermelon,113,6b
6901,,,S,,,,,,,,,,Watermelon,10,7a
6902,,,,T,,,,,,,,,Watermelon,10,7a
6903,,,,P,P,,,,,,,,Watermelon,10,7a
6904,,,S,,,,,,,,,,Watermelon,114,7b
6905,,,,T,,,,,,,,,Watermelon,114,7b
6906,,,,P,P,,,,,,,,Watermelon,114,7b
6907,,,P,P,,,,,,,,,Watermelon,13,8a
6908,,,P,P,,,,,,,,,Watermelon,12,8b
6909,,P,P,,,,,,,,,,Watermelon,115,9a
6910,,P,P,,,,,,,,,,Watermelon,116,9b
6911,,,,P,,,,P,P,,,,Watermelon,15,10a
6912,,,P,,,,,P,P,,,,Watermelon,100,10b
6913,P,P,,,,,,,,,,,Watermelon,101,11a
6914,P,P,,,,,,,,,,,Watermelon,102,11b
6915,P,P,,,,,,,,,,,Watermelon,103,12a
6916,P,P,,,,,,,,,,,Watermelon,104,12b
6917,,,P,P,P,P,P,P,P,,,,Watermelon,105,13a
6918,,,P,P,P,P,P,P,P,,,,Watermelon,106,13b
6932,,,,P,,,,,,,,,Yacon,16,6a
6933,,,,P,,,,,,,,,Yacon,113,6b
6934,,,,P,,,,,,,,,Yacon,10,7a
6935,,,,P,,,,,,,,,Yacon,114,7b
6936,,,,,,,,,,,,S,Yacon,13,8a
6937,,,P,,,,,,,,,,Yacon,13,8a
6938,,,,,,,,,,,,S,Yacon,12,8b
6939,,,P,,,,,,,,,,Yacon,12,8b
6940,,,P,,,,,,,,,,Yacon,115,9a
6941,,,P,,,,,,,,,,Yacon,116,9b
6961,,,,S,,,,,,,,,Yam/Oca,111,4a
6962,,,,,T,,,,,,,,Yam/Oca,111,4a
6963,,,,,P,,,,,,,,Yam/Oca,111,4a
6964,,,,S,,,,,,,,,Yam/Oca,112,4b
6965,,,,,T,,,,,,,,Yam/Oca,112,4b
6966,,,,,P,,,,,,,,Yam/Oca,112,4b
6967,,,,P,,,,,,,,,Yam/Oca,11,5a
6968,,,,P,,,,,,,,,Yam/Oca,14,5b
6969,,,,P,,,,,,,,,Yam/Oca,16,6a
6970,,,,P,,,,,,,,,Yam/Oca,113,6b
6971,,,P,P,,,,,,,,,Yam/Oca,10,7a
6972,,,P,P,,,,,,,,,Yam/Oca,114,7b
6973,,P,P,P,,,,,,,,,Yam/Oca,13,8a
6974,,P,P,P,,,,,,,,,Yam/Oca,12,8b
6975,P,P,P,,,,,,,,,,Yam/Oca,115,9a
6976,P,P,P,,,,,,,,,,Yam/Oca,116,9b
7034,,,,S,,,,,,,,,Zucchini,107,2a
7035,,,,,T,,,,,,,,Zucchini,107,2a
7036,,,,S,,,,,,,,,Zucchini,108,2b
7037,,,,,T,,,,,,,,Zucchini,108,2b
7038,,,,S,,,,,,,,,Zucchini,109,3a
7039,,,,,T,,,,,,,,Zucchini,109,3a
7040,,,,,P,P,,,,,,,Zucchini,109,3a
7041,,,,S,S,,,,,,,,Zucchini,110,3b
7042,,,,,,T,,,,,,,Zucchini,110,3b
7043,,,,,,P,,,,,,,Zucchini,110,3b
7044,,,,S,S,,,,,,,,Zucchini,111,4a
7045,,,,,,T,,,,,,,Zucchini,111,4a
7046,,,,,,P,,,,,,,Zucchini,111,4a
7047,,,,S,S,,,,,,,,Zucchini,112,4b
7048,,,,,,T,,,,,,,Zucchini,112,4b
7049,,,,,,P,,,,,,,Zucchini,112,4b
7050,,,S,,,,,,,,,,Zucchini,11,5a
7051,,,,T,,,,,,,,,Zucchini,11,5a
7052,,,,P,P,P,,,,,,,Zucchini,11,5a
7053,,,S,,,,,,,,,,Zucchini,14,5b
7054,,,,T,,,,,,,,,Zucchini,14,5b
7055,,,,P,P,P,,,,,,,Zucchini,14,5b
7056,,,S,,,,,,,,,,Zucchini,16,6a
7057,,,,T,,,,,,,,,Zucchini,16,6a
7058,,,,P,P,P,,,,,,,Zucchini,16,6a
7059,,,S,,,,,,,,,,Zucchini,113,6b
7060,,,,T,,,,,,,,,Zucchini,113,6b
7061,,,,P,P,P,,,,,,,Zucchini,113,6b
7062,,,S,,,,,,,,,,Zucchini,10,7a
7063,,,,T,,,,,,,,,Zucchini,10,7a
7064,,,,P,P,P,,,,,,,Zucchini,10,7a
7065,,,S,,,,,,,,,,Zucchini,114,7b
7066,,,,T,,,,,,,,,Zucchini,114,7b
7067,,,,P,P,P,,,,,,,Zucchini,114,7b
7068,,S,,,,,,,,,,,Zucchini,13,8a
7069,,,T,,,,,,,,,,Zucchini,13,8a
7070,,,P,P,P,,,,,,,,Zucchini,13,8a
7071,,S,,,,,,,,,,,Zucchini,12,8b
7072,,,T,,,,,,,,,,Zucchini,12,8b
7073,,,P,P,P,,,,,,,,Zucchini,12,8b
7074,,S,,,,,,,,,,,Zucchini,115,9a
7075,,,P,P,,,,,,,,,Zucchini,115,9a
7076,,S,,,,,,,,,,,Zucchini,116,9b
7077,,,P,P,,,,,,,,,Zucchini,116,9b
7078,,P,P,,,,,,,,,,Zucchini,15,10a
7079,,P,P,,,,,,,,,,Zucchini,100,10b
7080,P,P,,,,,,,,,,,Zucchini,101,11a
7081,P,P,,,,,,,,,,,Zucchini,102,11b
7082,P,,,,,,,,,,,P,Zucchini,103,12a
